              disk0               disk1       cpu    load average
    KB/t  tps  MB/s     KB/t  tps  MB/s  us sy id   1m   5m   15m
  249.25   74 18.04   171.86  388 65.11  41  7 53  3.99 7.23 46.06
  411.20    0  0.20    12.28   91  1.09  87 13  0  16.17 9.72 46.49
  120.61    7  0.78    28.27  514 14.19  85 15  0  18.26 10.39 46.30
  108.50   14  1.51    34.93  809 27.58  84 16  0  24.64 12.02 46.46
  202.55    7  1.36    26.15 1006 25.69  84 16  0  33.42 14.31 46.87
  116.13   13  1.44    20.60 1154 23.21  83 17  0  33.70 15.02 46.74
  112.66    7  0.80    24.13  407  9.59  84 16  0  33.83 15.70 46.61
  112.14   12  1.28    29.91  907 26.51  84 16  0  39.40 17.50 46.89
  100.85   17  1.71    33.77  787 25.97  84 16  0  43.63 19.13 47.13
   98.78   12  1.14    29.49  820 23.60  84 16  0  45.42 20.33 47.22
  160.71   10  1.58    31.73  872 27.02  84 16  0  48.41 21.78 47.43
  176.84    8  1.31    21.91  559 11.97  84 15  0  52.80 23.60 47.77
  122.96    8  0.97    23.52  676 15.52  84 16  0  56.54 25.37 48.12
  127.02   13  1.62    30.80 1075 32.32  84 16  0  58.16 26.74 48.34
  123.84   12  1.47    24.77  805 19.48  84 16  0  60.00 28.17 48.59
   87.30   16  1.37    28.28 1124 31.05  83 17  0  57.46 28.64 48.52
  144.49    6  0.92    28.36  374 10.36  85 15  0  56.74 29.41 48.55
  139.95    8  1.13    31.66  413 12.78  85 15  0  59.66 30.94 48.87
   73.67    9  0.65    29.69  434 12.60  84 15  0  60.45 32.06 49.06
  130.44    5  0.69    23.88  655 15.27  84 16  0  61.69 33.26 49.29
              disk0               disk1       cpu    load average
    KB/t  tps  MB/s     KB/t  tps  MB/s  us sy id   1m   5m   15m
  132.88   14  1.76    29.77 1206 35.06  82 18  0  64.65 34.83 49.66
   79.67    4  0.28    25.17  513 12.60  85 15  0  62.81 35.44 49.70
  163.61    7  1.13    23.48  644 14.77  85 15  0  65.47 36.89 50.05
  135.62   12  1.66    28.07  894 24.50  84 16  0  67.49 38.26 50.38
  142.00    4  0.50    31.34  299  9.15  86 14  0  67.52 39.25 50.59
  132.24   11  1.48    24.33  748 17.77  84 16  0  63.64 39.32 50.48
   75.28   17  1.27    37.00 1080 39.04  83 17  0  63.90 40.17 50.65
  164.72   10  1.61    34.03  622 20.65  85 15  0  61.82 40.52 50.65
  140.72    6  0.84    24.51  604 14.46  85 15  0  64.07 41.70 50.96
   97.55   10  0.93    29.29  936 26.78  84 16  0  63.19 42.23 51.03
  144.42   12  1.73    29.55  651 18.78  84 16  0  65.36 43.39 51.34
   69.75   11  0.75    22.88 1133 25.32  83 17  0  66.58 44.36 51.59
  128.14    6  0.74    27.42  389 10.43  85 15  0  65.97 44.95 51.71
  169.91   11  1.84    30.00  769 22.53  84 16  0  67.18 45.90 51.97
  111.53   13  1.39    33.86 1002 33.13  83 17  0  68.20 46.83 52.23
   97.85   12  1.18    32.41  815 25.80  83 17  0  69.79 47.87 52.54
  169.98   10  1.64    26.54  679 17.61  84 16  0  67.36 48.04 52.54
   86.48    9  0.73    29.87  667 19.47  85 15  0  68.31 48.88 52.79
  163.20   16  2.61    25.11 1014 24.88  83 17  0  69.91 49.86 53.09
  184.45    9  1.58    17.94  668 11.70  84 16  0  70.82 50.72 53.36
              disk0               disk1       cpu    load average
    KB/t  tps  MB/s     KB/t  tps  MB/s  us sy id   1m   5m   15m
  102.69   12  1.25    36.07  808 28.45  84 16  0  62.67 49.64 52.94
   71.87   13  0.89    28.63  886 24.75  84 16  0  63.38 50.21 53.11
  151.62    5  0.78    30.60  392 11.71  85 15  0  65.00 50.99 53.35
  167.29    8  1.39    30.60  553 16.51  84 16  0  62.04 50.79 53.25
  141.86   14  1.94    30.07 1015 29.81  84 16  0  62.61 51.26 53.38
  118.28   14  1.58    28.81  989 27.81  83 17  0  63.40 51.81 53.55
  171.42    7  1.15    20.64  363  7.31  86 14  0  65.35 52.61 53.82
  107.61   13  1.39    26.74 1025 26.77  84 16  0  65.94 53.16 54.00
  180.29    8  1.46    23.09  977 22.03  83 17  0  67.55 53.93 54.26
  170.11   14  2.32    31.91  946 29.49  84 16  0  67.75 54.43 54.44
   55.71   14  0.76    26.72  790 20.61  83 17  0  69.92 55.33 54.75
  168.20   10  1.61    32.30  685 21.60  84 16  0  64.34 54.62 54.51
  113.16   11  1.22    32.07  991 31.05  84 16  0  64.71 55.03 54.66
   82.56   13  1.07    26.02  915 23.25  84 16  0  66.21 55.66 54.88
  133.89   26  3.41    35.32 1193 41.14  84 16  0  67.34 56.24 55.10
  104.52   12  1.25    26.82  973 25.48  83 17  0  67.02 56.55 55.22
   93.48    6  0.59    29.77  435 12.66  85 15  0  65.76 56.60 55.25
  114.81   12  1.32    30.46  857 25.49  84 16  0  66.77 57.12 55.45
  107.58    9  1.00    26.36  761 19.58  83 16  0  63.45 56.70 55.32
  115.24    8  0.89    27.50 1099 29.50  83 17  0  60.95 56.36 55.22
